PS	Method	PC
cellular_organisms	makerC6	94.7899
Eukaryota	makerC6	92.4876
Viridiplantae	makerC6	87.7886
Streptophyta	makerC6	83.9112
Streptophytina	makerC6	88.2222
Embryophyta	makerC6	73.1633
Tracheophyta	makerC6	66.9975
Magnoliophyta	makerC6	61.9875
Mesangiospermae	makerC6	38.976
Pentapetalae	makerC6	29.9242
rosids	makerC6	26.7717
malvids	makerC6	23.6111
Brassicaceae	makerC6	19.8623
Camelineae	makerC6	18.1818
Arabidopsis	makerC6	16.6667
Arabidopsis_thaliana	makerC6	10.9827
