PS	Method	PC
cellular_organisms	makerC3	98.366
Eukaryota	makerC3	99.4069
Viridiplantae	makerC3	98.1774
Streptophyta	makerC3	99.1678
Streptophytina	makerC3	98.6667
Embryophyta	makerC3	98.3607
Tracheophyta	makerC3	98.7593
Magnoliophyta	makerC3	97.6372
Mesangiospermae	makerC3	97.0742
Pentapetalae	makerC3	93.9394
rosids	makerC3	88.9764
malvids	makerC3	90.2778
Brassicaceae	makerC3	93.5103
Camelineae	makerC3	95.1049
Arabidopsis	makerC3	90.4762
Arabidopsis_thaliana	makerC3	64.6435
