100	makerC6	246
200	makerC6	624
300	makerC6	358
400	makerC6	125
500	makerC6	61
600	makerC6	21
700	makerC6	18
800	makerC6	7
900	makerC6	2
1000	makerC6	1
1100	makerC6	4
1200	makerC6	1
1300	makerC6	0
1400	makerC6	0
1500	makerC6	2
1600	makerC6	1
1700	makerC6	0
1800	makerC6	1
1900	makerC6	1
2000	makerC6	0
2100	makerC6	0
2200	makerC6	0
2300	makerC6	0
2400	makerC6	0
2500	makerC6	0
2600	makerC6	0
2700	makerC6	0
2800	makerC6	0
2900	makerC6	0
3000	makerC6	0
3100	makerC6	0
3200	makerC6	0
3300	makerC6	0
3400	makerC6	1
3500	makerC6	0
3600	makerC6	0
3700	makerC6	0
3800	makerC6	0
3900	makerC6	0
4000	makerC6	0
4100	makerC6	0
4200	makerC6	0
4300	makerC6	0
4400	makerC6	0
4500	makerC6	0
4600	makerC6	0
4700	makerC6	0
>4500	makerC6	0
