<30	mikadoX	3
30	mikadoX	1
31	mikadoX	2
32	mikadoX	3
33	mikadoX	4
34	mikadoX	9
35	mikadoX	14
36	mikadoX	26
37	mikadoX	25
38	mikadoX	20
39	mikadoX	24
40	mikadoX	17
41	mikadoX	20
42	mikadoX	24
43	mikadoX	23
44	mikadoX	15
45	mikadoX	13
46	mikadoX	21
47	mikadoX	19
48	mikadoX	15
49	mikadoX	9
50	mikadoX	13
51	mikadoX	9
52	mikadoX	4
53	mikadoX	9
54	mikadoX	4
55	mikadoX	4
56	mikadoX	3
57	mikadoX	2
58	mikadoX	3
59	mikadoX	0
60	mikadoX	0
61	mikadoX	4
62	mikadoX	3
63	mikadoX	1
64	mikadoX	1
65	mikadoX	0
>65	mikadoX	1
