<30	mikadoX	7
30	mikadoX	1
31	mikadoX	6
32	mikadoX	8
33	mikadoX	16
34	mikadoX	23
35	mikadoX	43
36	mikadoX	69
37	mikadoX	108
38	mikadoX	181
39	mikadoX	351
40	mikadoX	675
41	mikadoX	1093
42	mikadoX	1524
43	mikadoX	1735
44	mikadoX	1562
45	mikadoX	1284
46	mikadoX	969
47	mikadoX	682
48	mikadoX	445
49	mikadoX	299
50	mikadoX	225
51	mikadoX	121
52	mikadoX	73
53	mikadoX	58
54	mikadoX	37
55	mikadoX	16
56	mikadoX	9
57	mikadoX	5
58	mikadoX	6
59	mikadoX	7
60	mikadoX	2
61	mikadoX	4
62	mikadoX	5
63	mikadoX	1
64	mikadoX	1
65	mikadoX	0
>65	mikadoX	1
