<30	ARAPORT	7
30	ARAPORT	3
31	ARAPORT	4
32	ARAPORT	7
33	ARAPORT	10
34	ARAPORT	18
35	ARAPORT	23
36	ARAPORT	32
37	ARAPORT	30
38	ARAPORT	46
39	ARAPORT	65
40	ARAPORT	68
41	ARAPORT	74
42	ARAPORT	79
43	ARAPORT	89
44	ARAPORT	90
45	ARAPORT	67
46	ARAPORT	63
47	ARAPORT	45
48	ARAPORT	51
49	ARAPORT	22
50	ARAPORT	41
51	ARAPORT	20
52	ARAPORT	27
53	ARAPORT	18
54	ARAPORT	7
55	ARAPORT	6
56	ARAPORT	7
57	ARAPORT	3
58	ARAPORT	2
59	ARAPORT	2
60	ARAPORT	2
61	ARAPORT	7
62	ARAPORT	2
63	ARAPORT	2
64	ARAPORT	1
65	ARAPORT	0
>65	ARAPORT	2
