<30	maker38-mikado38	207
30	maker38-mikado38	95
31	maker38-mikado38	146
32	maker38-mikado38	242
33	maker38-mikado38	330
34	maker38-mikado38	399
35	maker38-mikado38	540
36	maker38-mikado38	792
37	maker38-mikado38	1067
38	maker38-mikado38	1334
39	maker38-mikado38	1714
40	maker38-mikado38	2611
41	maker38-mikado38	3495
42	maker38-mikado38	4477
43	maker38-mikado38	4753
44	maker38-mikado38	4352
45	maker38-mikado38	3689
46	maker38-mikado38	2815
47	maker38-mikado38	2114
48	maker38-mikado38	1471
49	maker38-mikado38	1033
50	maker38-mikado38	861
51	maker38-mikado38	529
52	maker38-mikado38	370
53	maker38-mikado38	234
54	maker38-mikado38	185
55	maker38-mikado38	112
56	maker38-mikado38	63
57	maker38-mikado38	41
58	maker38-mikado38	26
59	maker38-mikado38	18
60	maker38-mikado38	6
61	maker38-mikado38	6
62	maker38-mikado38	8
63	maker38-mikado38	3
64	maker38-mikado38	1
65	maker38-mikado38	1
>65	maker38-mikado38	2
