<30	mikado38	6
30	mikado38	9
31	mikado38	37
32	mikado38	44
33	mikado38	74
34	mikado38	107
35	mikado38	138
36	mikado38	222
37	mikado38	346
38	mikado38	429
39	mikado38	602
40	mikado38	813
41	mikado38	925
42	mikado38	960
43	mikado38	899
44	mikado38	858
45	mikado38	733
46	mikado38	661
47	mikado38	509
48	mikado38	381
49	mikado38	319
50	mikado38	287
51	mikado38	165
52	mikado38	117
53	mikado38	66
54	mikado38	61
55	mikado38	42
56	mikado38	25
57	mikado38	14
58	mikado38	9
59	mikado38	8
60	mikado38	3
61	mikado38	4
62	mikado38	8
63	mikado38	6
64	mikado38	1
65	mikado38	0
>65	mikado38	1
