<30	makerC6	0
30	makerC6	0
31	makerC6	0
32	makerC6	0
33	makerC6	1
34	makerC6	3
35	makerC6	4
36	makerC6	16
37	makerC6	48
38	makerC6	103
39	makerC6	265
40	makerC6	623
41	makerC6	1138
42	makerC6	1546
43	makerC6	1715
44	makerC6	1432
45	makerC6	1023
46	makerC6	672
47	makerC6	456
48	makerC6	278
49	makerC6	173
50	makerC6	134
51	makerC6	78
52	makerC6	36
53	makerC6	26
54	makerC6	9
55	makerC6	4
56	makerC6	4
57	makerC6	1
58	makerC6	2
59	makerC6	1
60	makerC6	0
61	makerC6	1
62	makerC6	0
63	makerC6	0
64	makerC6	0
65	makerC6	0
>65	makerC6	0
