<30	makerC6	38
30	makerC6	23
31	makerC6	37
32	makerC6	30
33	makerC6	48
34	makerC6	54
35	makerC6	55
36	makerC6	58
37	makerC6	68
38	makerC6	87
39	makerC6	92
40	makerC6	113
41	makerC6	98
42	makerC6	77
43	makerC6	87
44	makerC6	63
45	makerC6	67
46	makerC6	73
47	makerC6	52
48	makerC6	46
49	makerC6	42
50	makerC6	30
51	makerC6	27
52	makerC6	24
53	makerC6	23
54	makerC6	14
55	makerC6	24
56	makerC6	9
57	makerC6	5
58	makerC6	4
59	makerC6	2
60	makerC6	2
61	makerC6	1
62	makerC6	1
63	makerC6	1
64	makerC6	1
65	makerC6	0
>65	makerC6	0
