<30	makerC5	648
30	makerC5	233
31	makerC5	269
32	makerC5	291
33	makerC5	344
34	makerC5	513
35	makerC5	578
36	makerC5	767
37	makerC5	1079
38	makerC5	1580
39	makerC5	2277
40	makerC5	3473
41	makerC5	4311
42	makerC5	4245
43	makerC5	3622
44	makerC5	2797
45	makerC5	2037
46	makerC5	1547
47	makerC5	1164
48	makerC5	856
49	makerC5	673
50	makerC5	567
51	makerC5	395
52	makerC5	256
53	makerC5	173
54	makerC5	109
55	makerC5	77
56	makerC5	57
57	makerC5	33
58	makerC5	32
59	makerC5	8
60	makerC5	10
61	makerC5	11
62	makerC5	10
63	makerC5	5
64	makerC5	1
65	makerC5	0
>65	makerC5	0
